StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,brand_att_1,brand_att_2,brand_att_3,otf,flood_awareness,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-08-15 18:51:32,2024-08-15 18:52:50,IP Address,67.55.177.62,100,78,True,2024-08-15 18:52:50,R_1jy8d8iQNAsZIA6,,,,,41.8932,-91.0625,anonymous,EN,664650574e07f7fd187840e9,21,Female,,White or Caucasian,,A visit Brazil ad,I do not recall any sponsored posts,1,1,1,"I didn't even know Brazil flooded, so I was shocked.","No, I was not aware of any flooding in Brazil before this survey.",No,,664650574e07f7fd187840e9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Tipton,IA,52772
2024-08-15 18:50:40,2024-08-15 18:52:55,IP Address,73.73.143.187,100,134,True,2024-08-15 18:52:55,R_6hdpNadFakxkWjv,,,,,41.945,-87.7996,anonymous,EN,664b63ac1f9db8f6e1d6dc2e,24,Female,,White or Caucasian,,KLM,KLM,4,4,4,"it is very similar to my own feed, the funny tweet wishing the president of brazil being dead sparks your interest and pushes for looking into the situation a bit more","No, I was not aware of any flooding in Brazil before this survey.",No,,664b63ac1f9db8f6e1d6dc2e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Chicago,IL,60634
2024-08-15 18:49:43,2024-08-15 18:53:01,IP Address,166.199.100.20,100,198,True,2024-08-15 18:53:02,R_5R40FT5OAGRbzsI,,,,,28.6344,-81.6221,anonymous,EN,66abd91f3f2273e61941337e,28,Prefer to self-describe,"She/They Nonbinary ",White or Caucasian,,N/a,I do not recall any sponsored posts,1,2,2,I didn’t like the KLM ads that were being displayed talking about the “wild beauty” of Brazil while Brazil is currently going through a flooding crisis.,"No, I was not aware of any flooding in Brazil before this survey.",No,,66abd91f3f2273e61941337e,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",,FL,
2024-08-15 18:50:02,2024-08-15 18:53:07,IP Address,99.102.158.219,100,184,True,2024-08-15 18:53:07,R_7E9WpgY6MxR2fx7,,,,,31.2294,-81.349,anonymous,EN,658717ac903b420541943753,47,Female,,White or Caucasian,,Brazil tourism,I do not recall any sponsored posts,1,1,1,"I enjoyed the humanitarian and climate related posts. I liked that everyone seemed to want to help. It made me want to help as well. I must’ve ignored the inappropriate advertisement. Bad placement for that. ","No, I was not aware of any flooding in Brazil before this survey.",No,,658717ac903b420541943753,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Saint Simons Island,GA,31522
2024-08-15 18:51:41,2024-08-15 18:53:20,IP Address,75.244.246.9,100,99,True,2024-08-15 18:53:21,R_6WvelGshHORlP2m,,,,,41.2442,-95.9599,anonymous,EN,66b504cd131c63b36b682b8d,37,Female,,White or Caucasian,,"Madonna, timberwolves",I do not recall any sponsored posts,3,4,4,"I didn't specifically know the brand, so although I thought I remembered seeing an ad for it I wasn't 100% certain.","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66b504cd131c63b36b682b8d,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Omaha,NE,68107
2024-08-15 18:51:30,2024-08-15 18:53:40,IP Address,35.148.34.118,100,130,True,2024-08-15 18:53:41,R_7niuiyr4SdXYekk,,,,,43.1899,-89.2185,anonymous,EN,66663804caf28b190767a2f2,40,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,4,4,4,I liked the pretty pics the most and also the the environmental messages. Did not know the brand of travel it was promoting.,"No, I was not aware of any flooding in Brazil before this survey.",No,,66663804caf28b190767a2f2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Sun Prairie,WI,53590
2024-08-15 18:52:25,2024-08-15 18:53:54,IP Address,184.187.50.60,100,89,True,2024-08-15 18:53:54,R_7HUi2Km8PiIIty1,,,,,37.0737,-76.4988,anonymous,EN,669f03ff3c00f836f8c98024,31,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,5,5,5,"It seemed a lot of people were caring & proactive about the floods in Brazil. I saw some tweets referencing donations. ","No, I was not aware of any flooding in Brazil before this survey.",No,,669f03ff3c00f836f8c98024,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Newport News,VA,23606
2024-08-15 18:48:54,2024-08-15 18:54:19,IP Address,97.189.178.209,100,324,True,2024-08-15 18:54:20,R_5VWi4wsdXI8UXpn,,,,,34.074,-118.2611,anonymous,EN,6376b9ede4f5ca90df04d617,65,Male,,White or Caucasian,,"Eco-friendly building materials. ",I do not recall any sponsored posts,6,6,6,"I enjoyed the posts about animals indigenous to Brazil. ","No, I was not aware of any flooding in Brazil before this survey.",No,,6376b9ede4f5ca90df04d617,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Los Angeles,CA,90026
2024-08-15 18:52:33,2024-08-15 18:54:28,IP Address,70.184.254.235,100,114,True,2024-08-15 18:54:28,R_7CIWIubrsCNbyIA,,,,,36.1886,-95.9842,anonymous,EN,66a2b0a6e137507897f973ba,33,Female,,Other,"Hispanic ","KMV ",KLM,7,7,7,"Too much Madonna. She looks like an alien. ","Yes, I had heard something about flooding in Brazil but didn't know the details.",Yes:,,66a2b0a6e137507897f973ba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Tulsa,OK,74106
2024-08-15 18:51:46,2024-08-15 18:54:49,IP Address,73.251.136.225,100,183,True,2024-08-15 18:54:50,R_3DwpcjGu5Vzw5el,,,,,37.2697,-81.2212,anonymous,EN,5f2042752276432e3a7ef104,43,Female,,White or Caucasian,,"mclaren, madonna",I do not recall any sponsored posts,5,5,5,music lover specifically Madonna and Michael Jackson.  probably a millennial or gen x,"No, I was not aware of any flooding in Brazil before this survey.",No,,5f2042752276432e3a7ef104,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Bluefield,WV,24701
2024-08-15 18:53:55,2024-08-15 18:55:05,IP Address,74.129.94.125,100,69,True,2024-08-15 18:55:06,R_6H5HRShmnVUPZ2e,,,,,39.8363,-82.8047,anonymous,EN,63cffe69ec33b3a776d6660e,32,Male,,White or Caucasian,,KLM,KLM,4,4,4,I liked that they all showcased one country,I'm not sure if I was aware of the flooding in Brazil.,No,,63cffe69ec33b3a776d6660e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Canal Winchester,OH,43110
2024-08-15 18:51:33,2024-08-15 18:55:05,IP Address,172.59.9.251,100,212,True,2024-08-15 18:55:06,R_7AHJemrcZ8VtDoS,,,,,41.2686,-72.9651,anonymous,EN,66bcc06ee8030a0ce7b024f4,34,Female,,White or Caucasian,,"Airline travel, travel agency to book a getaway","KLM,Aesop",4,4,4,Loved the comparison to New York flooding and what it would look like. Anything that can really drive an emotional response close to home,I'm not sure if I was aware of the flooding in Brazil.,No,,66bcc06ee8030a0ce7b024f4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Waterbury,CT,06704
2024-08-15 18:51:01,2024-08-15 18:55:14,IP Address,176.46.143.71,100,253,True,2024-08-15 18:55:15,R_6tasEFi8BkJouYB,,,,,37.751,-97.822,anonymous,EN,66abc80397e9a84593f54134,29,Male,,Black or African American,,"Twitter ",Bank of America,5,6,7,"the media is talking about something good ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66abc80397e9a84593f54134,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",,,
2024-08-15 18:52:36,2024-08-15 18:55:18,IP Address,107.13.198.145,100,161,True,2024-08-15 18:55:19,R_6EtNCc0r0HgRU0O,,,,,35.6618,-78.3993,anonymous,EN,5c0065c9b18ed30001943bfd,34,Female,,White or Caucasian,,"n/a ",I do not recall any sponsored posts,4,4,4,"I loved looking at all the animal pictures from Brazil. I thought that was cool. I did end up seeing that there had been a sponsored ad, I just couldn't recall in the slightest what it had been for besides travel. ","No, I was not aware of any flooding in Brazil before this survey.",No,,5c0065c9b18ed30001943bfd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Clayton,NC,27527
2024-08-15 18:52:32,2024-08-15 18:55:25,IP Address,73.243.67.178,100,173,True,2024-08-15 18:55:26,R_6G9fBRaVN4PW37P,,,,,39.6973,-104.8394,anonymous,EN,630663a1dc842dde6b18b557,47,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,I thought many of the social media posts were very informative about the situation in Brazil.  I was a bit concerned with whether or not the links to donation sites were real or an effort to take advantage of people.,"No, I was not aware of any flooding in Brazil before this survey.",No,,630663a1dc842dde6b18b557,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Aurora,CO,80012
2024-08-15 18:52:53,2024-08-15 18:55:52,IP Address,97.121.209.9,100,178,True,2024-08-15 18:55:53,R_69oCzV0JT3V2FLH,,,,,45.6684,-111.2422,anonymous,EN,623537f22ffeb94d58da7a10,52,Female,,White or Caucasian,,fortnite,I do not recall any sponsored posts,4,4,4,I liked the different options given to donate. The pictures being posted makes you realize just how bad the flooding is.,"No, I was not aware of any flooding in Brazil before this survey.",No,,623537f22ffeb94d58da7a10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Bozeman,MT,59718
2024-08-15 18:52:32,2024-08-15 18:55:56,IP Address,174.49.162.218,100,203,True,2024-08-15 18:55:57,R_6RjWK7HUghFC8j4,,,,,40.3226,-76.4042,anonymous,EN,5c1655c7ad682500017070d2,35,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"I didn't like how the topics didn't feel very relevant to my life. ","No, I was not aware of any flooding in Brazil before this survey.",No,,5c1655c7ad682500017070d2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Lebanon,PA,17046
2024-08-15 18:53:23,2024-08-15 18:56:21,IP Address,136.38.203.217,100,178,True,2024-08-15 18:56:22,R_3DA0ANP1bELLNEc,,,,,40.6571,-111.8343,anonymous,EN,669977f8b1a2ddebbafe992a,23,Male,,White or Caucasian,,"I dont remember any specific organizations. I remember someone calling out Mr. Beast, and someone posted a picture of a crab with a knife wishing their president would die?",I do not recall any sponsored posts,4,4,4,I thought it was sad because of the nature of the feed. So many posts about Brazil being disarray because of flooding. I thought the post about wishing their president was dead was a little strange. That one stuck out to me the most.,"No, I was not aware of any flooding in Brazil before this survey.",No,,669977f8b1a2ddebbafe992a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",Salt Lake City,UT,84103
2024-08-15 18:55:09,2024-08-15 18:56:29,IP Address,131.212.249.36,100,80,True,2024-08-15 18:56:30,R_6rdiGbtK87X88wq,,,,,44.9764,-93.224,anonymous,EN,5f1e7c6768c1bb8491f39191,22,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"I don't remember it, so I feel it was unmemorable and not attention catching.","No, I was not aware of any flooding in Brazil before this survey.",No,,5f1e7c6768c1bb8491f39191,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Minneapolis,MN,55414
2024-08-15 18:54:32,2024-08-15 18:56:34,IP Address,97.117.107.27,100,121,True,2024-08-15 18:56:35,R_11XWBzG2fyjiWKk,,,,,40.5581,-111.9222,anonymous,EN,66774c2248a67102128b06dc,47,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"I liked the pictures of Brazil and seeing the beaches and the mountains. It seems like a fun place to travel to,","No, I was not aware of any flooding in Brazil before this survey.",No,,66774c2248a67102128b06dc,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",South Jordan,UT,84009
2024-08-15 18:54:36,2024-08-15 18:56:43,IP Address,76.35.64.125,100,126,True,2024-08-15 18:56:43,R_1P1ote9o8kUOhl2,,,,,39.1638,-84.4517,anonymous,EN,6648ada7204256a23abb6379,25,Female,,White or Caucasian,,"I usually am good at zoning out/skipping over the ads. I think I might have seen a fortnite add, but can't remember for sure.",I do not recall any sponsored posts,4,4,4,"I just wanted to note I usually use social media passively, so unless they are posts by good friends, I do not like or comment on them. ","No, I was not aware of any flooding in Brazil before this survey.",No,,6648ada7204256a23abb6379,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Cincinnati,OH,45212
2024-08-15 18:55:23,2024-08-15 18:56:57,IP Address,65.25.176.125,100,93,True,2024-08-15 18:56:58,R_3NFdaa0xqcLbSrV,,,,,44.1807,-88.476,anonymous,EN,5d227f901e99f80018c60e1f,60,Female,,White or Caucasian,,n/a,KLM,4,4,4,It was okay I guess.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5d227f901e99f80018c60e1f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Neenah,WI,54956
2024-08-15 18:55:06,2024-08-15 18:57:06,IP Address,152.186.151.70,100,119,True,2024-08-15 18:57:07,R_7EJYKD1DyRpzaph,,,,,41.5472,-87.4556,anonymous,EN,5f52e45ad408d55fa156aa21,30,Male,,White or Caucasian,,"Madonna, Chelsea Football Club, Barcelona Football Club, Michael Jackson",KLM,5,5,5,I thought it was easy to browse and I enjoyed the various photos of animals & architecture. I also enjoyed the sports aspects as a huge sports fan myself.,"No, I was not aware of any flooding in Brazil before this survey.",Yes:,,5f52e45ad408d55fa156aa21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Highland,IN,46322
2024-08-15 18:53:25,2024-08-15 18:57:09,IP Address,98.122.53.169,100,223,True,2024-08-15 18:57:09,R_6NytBlfH05AEahP,,,,,34.1108,-81.195,anonymous,EN,665cf29b0d549ea90471ff33,57,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,5,5,6,"The pictures of the flooding and the impact on people was difficult to see. Hopefully people will donate to helping those affected ","No, I was not aware of any flooding in Brazil before this survey.",No,,665cf29b0d549ea90471ff33,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/25.0 Chrome/121.0.0.0 Mobile Safari/537.36",Irmo,SC,29063
2024-08-15 18:55:30,2024-08-15 18:57:19,IP Address,24.136.11.129,100,108,True,2024-08-15 18:57:19,R_6g6BkaZwwlQGLjC,,,,,42.0107,-87.6657,anonymous,EN,5f6136ff23e5260b6cf1f33c,32,Non-binary / third gender,,White or Caucasian,,n/a,I do not recall any sponsored posts,2,2,2,I liked the animal pictures,"No, I was not aware of any flooding in Brazil before this survey.",No,,5f6136ff23e5260b6cf1f33c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Chicago,IL,60626
2024-08-15 18:56:10,2024-08-15 18:57:35,IP Address,73.108.2.207,100,85,True,2024-08-15 18:57:36,R_5QhrE9jo9g2KqOm,,,,,36.291,-82.5001,anonymous,EN,610ccf09b1b0759b2668ded1,44,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,7,7,7,"No thoughts.  It was just a normal feed. ","No, I was not aware of any flooding in Brazil before this survey.",No,,610ccf09b1b0759b2668ded1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Jonesborough,TN,37659
2024-08-15 18:55:40,2024-08-15 18:57:41,IP Address,73.36.34.182,100,121,True,2024-08-15 18:57:42,R_6I6jGM5JxNHT2fD,,,,,41.4253,-87.3565,anonymous,EN,6537d0b80fdd63759b36b4a4,19,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,6,6,6,I saw that the majority of the feed was talking about flooding in Brazil. I saw a lot of water everywhere.,"No, I was not aware of any flooding in Brazil before this survey.",No,,6537d0b80fdd63759b36b4a4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",Crown Point,IN,46307
2024-08-15 18:56:21,2024-08-15 18:57:46,IP Address,174.192.8.157,100,85,True,2024-08-15 18:57:47,R_3gLq7ESf9I6tTcv,,,,,41.5382,-72.8008,anonymous,EN,66b25667f708841ca30bbf9c,24,Female,,White or Caucasian,,"ads for tiktok, instagram, and charity websites",I do not recall any sponsored posts,5,4,6,"No information on what to do ","No, I was not aware of any flooding in Brazil before this survey.",No,,66b25667f708841ca30bbf9c,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,CT,
2024-08-15 18:54:23,2024-08-15 18:58:03,IP Address,108.24.171.251,100,220,True,2024-08-15 18:58:03,R_7mPqoXPWQscBK5x,,,,,39.9053,-75.0023,anonymous,EN,666a34cd0e31f96a55ce2fe1,47,Male,,Black or African American,,Madonna,I do not recall any sponsored posts,4,4,4,I was interested in any of the things posted. But I didn't hate it either.,"No, I was not aware of any flooding in Brazil before this survey.",No,,666a34cd0e31f96a55ce2fe1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Cherry Hill,NJ,08003
2024-08-15 18:55:50,2024-08-15 18:58:18,IP Address,76.116.37.181,100,147,True,2024-08-15 18:58:19,R_1X6Y62vKCW4TNx7,,,,,39.7354,-74.9838,anonymous,EN,66334baa0ee06aaec21f2301,31,Male,,White or Caucasian,,Michael Jackson - Brazil Version,I do not recall any sponsored posts,4,5,5,"I didn't select KLM as a brand I noticed and put ""I did not notice any of these brands""...however, I did have KLM selected at one point until I hit submit. When the question asked me, I second guessed myself if that was really the brand I saw or if it was another brand so I unselected it.","No, I was not aware of any flooding in Brazil before this survey.",No,,66334baa0ee06aaec21f2301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Sicklerville,NJ,08081
2024-08-15 18:49:05,2024-08-15 18:58:30,IP Address,81.161.7.5,100,564,True,2024-08-15 18:58:30,R_8qUiaSwpG37Owcd,,,,,40.7662,-74.0178,anonymous,EN,6683e13255b08286252b8f0e,59,Male,,White or Caucasian,,"UN Biodiversity, Massimo, Chart data,wild beauty, madonna,michael jaction",KLM,7,7,7,"I LIKE THE MICHAEL JACKSON -THEY DONT CARE ABOUT, MADONNA CONCERT, OVERLAID INTO EUROPE, COCONUT BEACH, WILD BEAUTY, LIVING SPACE INSPIRED,","Yes, I was fully aware of the floods in southern Brazil.",No,,6683e13255b08286252b8f0e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Weehawken,NJ,07086
2024-08-15 18:56:30,2024-08-15 18:58:34,IP Address,108.255.199.106,100,123,True,2024-08-15 18:58:34,R_1JxGV2AEsBKdtWV,,,,,37.7201,-121.919,anonymous,EN,66acce9aab809e1b203149aa,25,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,My thoughts were I felt sympathy and worry for those in Brazil showing their situations and the hardships they were all facing and how much help they needed.,"No, I was not aware of any flooding in Brazil before this survey.",No,,66acce9aab809e1b203149aa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Dublin,CA,94568
